,actlevel,X,WEEK,SEASON
16559,1,2013-1440,40,2013-14
16560,1,2013-1440,40,2013-14
16561,1,2013-1440,40,2013-14
16562,1,2013-1440,40,2013-14
16563,1,2013-1440,40,2013-14
16564,1,2013-1440,40,2013-14
16565,1,2013-1440,40,2013-14
16566,1,2013-1440,40,2013-14
16567,1,2013-1440,40,2013-14
16568,1,2013-1440,40,2013-14
16569,1,2013-1440,40,2013-14
16570,1,2013-1440,40,2013-14
16571,1,2013-1440,40,2013-14
16572,1,2013-1440,40,2013-14
16573,1,2013-1440,40,2013-14
16574,1,2013-1440,40,2013-14
16575,1,2013-1440,40,2013-14
16576,1,2013-1440,40,2013-14
16577,1,2013-1440,40,2013-14
16578,1,2013-1440,40,2013-14
16579,1,2013-1440,40,2013-14
16580,1,2013-1440,40,2013-14
16581,1,2013-1440,40,2013-14
16582,1,2013-1440,40,2013-14
16583,1,2013-1440,40,2013-14
16584,1,2013-1440,40,2013-14
16585,1,2013-1440,40,2013-14
16586,1,2013-1440,40,2013-14
16587,1,2013-1440,40,2013-14
16588,1,2013-1440,40,2013-14
16589,1,2013-1440,40,2013-14
16590,1,2013-1440,40,2013-14
16591,1,2013-1440,40,2013-14
16592,1,2013-1440,40,2013-14
16593,1,2013-1440,40,2013-14
16594,1,2013-1440,40,2013-14
16595,1,2013-1440,40,2013-14
16596,1,2013-1440,40,2013-14
16597,1,2013-1440,40,2013-14
16598,1,2013-1440,40,2013-14
16599,1,2013-1440,40,2013-14
16600,1,2013-1440,40,2013-14
16601,2,2013-1440,40,2013-14
16602,2,2013-1440,40,2013-14
16603,2,2013-1440,40,2013-14
16604,5,2013-1440,40,2013-14
872,0,2013-1441,41,2013-14
16605,1,2013-1441,41,2013-14
16606,1,2013-1441,41,2013-14
16607,1,2013-1441,41,2013-14
16608,1,2013-1441,41,2013-14
16609,1,2013-1441,41,2013-14
16610,1,2013-1441,41,2013-14
16611,1,2013-1441,41,2013-14
16612,1,2013-1441,41,2013-14
16613,1,2013-1441,41,2013-14
16614,1,2013-1441,41,2013-14
16615,1,2013-1441,41,2013-14
16616,1,2013-1441,41,2013-14
16617,1,2013-1441,41,2013-14
16618,1,2013-1441,41,2013-14
16619,1,2013-1441,41,2013-14
16620,1,2013-1441,41,2013-14
16621,1,2013-1441,41,2013-14
16622,1,2013-1441,41,2013-14
16623,1,2013-1441,41,2013-14
16624,1,2013-1441,41,2013-14
16625,1,2013-1441,41,2013-14
16626,1,2013-1441,41,2013-14
16627,1,2013-1441,41,2013-14
16628,1,2013-1441,41,2013-14
16629,1,2013-1441,41,2013-14
16630,1,2013-1441,41,2013-14
16631,1,2013-1441,41,2013-14
16632,1,2013-1441,41,2013-14
16633,1,2013-1441,41,2013-14
16634,1,2013-1441,41,2013-14
16635,1,2013-1441,41,2013-14
16636,1,2013-1441,41,2013-14
16637,1,2013-1441,41,2013-14
16638,1,2013-1441,41,2013-14
16639,1,2013-1441,41,2013-14
16640,1,2013-1441,41,2013-14
16641,1,2013-1441,41,2013-14
16642,1,2013-1441,41,2013-14
16643,1,2013-1441,41,2013-14
16644,1,2013-1441,41,2013-14
16645,1,2013-1441,41,2013-14
16646,1,2013-1441,41,2013-14
16647,1,2013-1441,41,2013-14
16648,1,2013-1441,41,2013-14
16649,1,2013-1441,41,2013-14
16650,1,2013-1441,41,2013-14
16651,1,2013-1441,41,2013-14
16652,1,2013-1441,41,2013-14
16653,2,2013-1441,41,2013-14
16654,2,2013-1441,41,2013-14
16655,3,2013-1441,41,2013-14
16656,7,2013-1441,41,2013-14
874,0,2013-1442,42,2013-14
16657,1,2013-1442,42,2013-14
16658,1,2013-1442,42,2013-14
16659,1,2013-1442,42,2013-14
16660,1,2013-1442,42,2013-14
16661,1,2013-1442,42,2013-14
16662,1,2013-1442,42,2013-14
16663,1,2013-1442,42,2013-14
16664,1,2013-1442,42,2013-14
16665,1,2013-1442,42,2013-14
16666,1,2013-1442,42,2013-14
16667,1,2013-1442,42,2013-14
16668,1,2013-1442,42,2013-14
16669,1,2013-1442,42,2013-14
16670,1,2013-1442,42,2013-14
16671,1,2013-1442,42,2013-14
16672,1,2013-1442,42,2013-14
16673,1,2013-1442,42,2013-14
16674,1,2013-1442,42,2013-14
16675,1,2013-1442,42,2013-14
16676,1,2013-1442,42,2013-14
16677,1,2013-1442,42,2013-14
16678,1,2013-1442,42,2013-14
16679,1,2013-1442,42,2013-14
16680,1,2013-1442,42,2013-14
16681,1,2013-1442,42,2013-14
16682,1,2013-1442,42,2013-14
16683,1,2013-1442,42,2013-14
16684,1,2013-1442,42,2013-14
16685,1,2013-1442,42,2013-14
16686,1,2013-1442,42,2013-14
16687,1,2013-1442,42,2013-14
16688,1,2013-1442,42,2013-14
16689,1,2013-1442,42,2013-14
16690,1,2013-1442,42,2013-14
16691,1,2013-1442,42,2013-14
16692,1,2013-1442,42,2013-14
16693,1,2013-1442,42,2013-14
16694,1,2013-1442,42,2013-14
16695,1,2013-1442,42,2013-14
16696,1,2013-1442,42,2013-14
16697,1,2013-1442,42,2013-14
16698,1,2013-1442,42,2013-14
16699,1,2013-1442,42,2013-14
16700,1,2013-1442,42,2013-14
16701,1,2013-1442,42,2013-14
16702,1,2013-1442,42,2013-14
16703,2,2013-1442,42,2013-14
16704,2,2013-1442,42,2013-14
16705,3,2013-1442,42,2013-14
16706,3,2013-1442,42,2013-14
16707,3,2013-1442,42,2013-14
16708,6,2013-1442,42,2013-14
876,0,2013-1443,43,2013-14
16709,1,2013-1443,43,2013-14
16710,1,2013-1443,43,2013-14
16711,1,2013-1443,43,2013-14
16712,1,2013-1443,43,2013-14
16713,1,2013-1443,43,2013-14
16714,1,2013-1443,43,2013-14
16715,1,2013-1443,43,2013-14
16716,1,2013-1443,43,2013-14
16717,1,2013-1443,43,2013-14
16718,1,2013-1443,43,2013-14
16719,1,2013-1443,43,2013-14
16720,1,2013-1443,43,2013-14
16721,1,2013-1443,43,2013-14
16722,1,2013-1443,43,2013-14
16723,1,2013-1443,43,2013-14
16724,1,2013-1443,43,2013-14
16725,1,2013-1443,43,2013-14
16726,1,2013-1443,43,2013-14
16727,1,2013-1443,43,2013-14
16728,1,2013-1443,43,2013-14
16729,1,2013-1443,43,2013-14
16730,1,2013-1443,43,2013-14
16731,1,2013-1443,43,2013-14
16732,1,2013-1443,43,2013-14
16733,1,2013-1443,43,2013-14
16734,1,2013-1443,43,2013-14
16735,1,2013-1443,43,2013-14
16736,1,2013-1443,43,2013-14
16737,1,2013-1443,43,2013-14
16738,1,2013-1443,43,2013-14
16739,1,2013-1443,43,2013-14
16740,1,2013-1443,43,2013-14
16741,1,2013-1443,43,2013-14
16742,1,2013-1443,43,2013-14
16743,1,2013-1443,43,2013-14
16744,1,2013-1443,43,2013-14
16745,1,2013-1443,43,2013-14
16746,1,2013-1443,43,2013-14
16747,1,2013-1443,43,2013-14
16748,1,2013-1443,43,2013-14
16749,1,2013-1443,43,2013-14
16750,2,2013-1443,43,2013-14
16751,2,2013-1443,43,2013-14
16752,2,2013-1443,43,2013-14
16753,2,2013-1443,43,2013-14
16754,2,2013-1443,43,2013-14
16755,2,2013-1443,43,2013-14
16756,3,2013-1443,43,2013-14
16757,4,2013-1443,43,2013-14
16758,4,2013-1443,43,2013-14
16759,5,2013-1443,43,2013-14
16760,8,2013-1443,43,2013-14
878,0,2013-1444,44,2013-14
16293,1,2013-1444,44,2013-14
16294,1,2013-1444,44,2013-14
16295,1,2013-1444,44,2013-14
16296,1,2013-1444,44,2013-14
16297,1,2013-1444,44,2013-14
16298,1,2013-1444,44,2013-14
16299,1,2013-1444,44,2013-14
16300,1,2013-1444,44,2013-14
16301,1,2013-1444,44,2013-14
16302,1,2013-1444,44,2013-14
16303,1,2013-1444,44,2013-14
16304,1,2013-1444,44,2013-14
16305,1,2013-1444,44,2013-14
16306,1,2013-1444,44,2013-14
16307,1,2013-1444,44,2013-14
16308,1,2013-1444,44,2013-14
16309,1,2013-1444,44,2013-14
16310,1,2013-1444,44,2013-14
16311,1,2013-1444,44,2013-14
16312,1,2013-1444,44,2013-14
16313,1,2013-1444,44,2013-14
16314,1,2013-1444,44,2013-14
16315,1,2013-1444,44,2013-14
16316,1,2013-1444,44,2013-14
16317,1,2013-1444,44,2013-14
16318,1,2013-1444,44,2013-14
16319,1,2013-1444,44,2013-14
16320,1,2013-1444,44,2013-14
16321,1,2013-1444,44,2013-14
16322,1,2013-1444,44,2013-14
16323,1,2013-1444,44,2013-14
16324,1,2013-1444,44,2013-14
16325,1,2013-1444,44,2013-14
16326,1,2013-1444,44,2013-14
16327,1,2013-1444,44,2013-14
16328,1,2013-1444,44,2013-14
16329,1,2013-1444,44,2013-14
16330,1,2013-1444,44,2013-14
16331,1,2013-1444,44,2013-14
16332,1,2013-1444,44,2013-14
16333,2,2013-1444,44,2013-14
16334,2,2013-1444,44,2013-14
16335,2,2013-1444,44,2013-14
16336,2,2013-1444,44,2013-14
16337,2,2013-1444,44,2013-14
16338,2,2013-1444,44,2013-14
16339,3,2013-1444,44,2013-14
16340,3,2013-1444,44,2013-14
16341,3,2013-1444,44,2013-14
16342,4,2013-1444,44,2013-14
16343,5,2013-1444,44,2013-14
16344,6,2013-1444,44,2013-14
880,0,2013-1445,45,2013-14
16345,1,2013-1445,45,2013-14
16346,1,2013-1445,45,2013-14
16347,1,2013-1445,45,2013-14
16348,1,2013-1445,45,2013-14
16349,1,2013-1445,45,2013-14
16350,1,2013-1445,45,2013-14
16351,1,2013-1445,45,2013-14
16352,1,2013-1445,45,2013-14
16353,1,2013-1445,45,2013-14
16354,1,2013-1445,45,2013-14
16355,1,2013-1445,45,2013-14
16356,1,2013-1445,45,2013-14
16357,1,2013-1445,45,2013-14
16358,1,2013-1445,45,2013-14
16359,1,2013-1445,45,2013-14
16360,1,2013-1445,45,2013-14
16361,1,2013-1445,45,2013-14
16362,1,2013-1445,45,2013-14
16363,1,2013-1445,45,2013-14
16364,1,2013-1445,45,2013-14
16365,1,2013-1445,45,2013-14
16366,1,2013-1445,45,2013-14
16367,1,2013-1445,45,2013-14
16368,1,2013-1445,45,2013-14
16369,1,2013-1445,45,2013-14
16370,1,2013-1445,45,2013-14
16371,1,2013-1445,45,2013-14
16372,1,2013-1445,45,2013-14
16373,1,2013-1445,45,2013-14
16374,1,2013-1445,45,2013-14
16375,1,2013-1445,45,2013-14
16376,1,2013-1445,45,2013-14
16377,1,2013-1445,45,2013-14
16378,1,2013-1445,45,2013-14
16379,1,2013-1445,45,2013-14
16380,1,2013-1445,45,2013-14
16381,1,2013-1445,45,2013-14
16382,1,2013-1445,45,2013-14
16383,1,2013-1445,45,2013-14
16384,2,2013-1445,45,2013-14
16385,2,2013-1445,45,2013-14
16386,2,2013-1445,45,2013-14
16387,2,2013-1445,45,2013-14
16388,2,2013-1445,45,2013-14
16389,2,2013-1445,45,2013-14
16390,3,2013-1445,45,2013-14
16391,3,2013-1445,45,2013-14
16392,5,2013-1445,45,2013-14
16393,5,2013-1445,45,2013-14
16394,5,2013-1445,45,2013-14
16395,7,2013-1445,45,2013-14
16396,8,2013-1445,45,2013-14
882,0,2013-1446,46,2013-14
16397,1,2013-1446,46,2013-14
16398,1,2013-1446,46,2013-14
16399,1,2013-1446,46,2013-14
16400,1,2013-1446,46,2013-14
16401,1,2013-1446,46,2013-14
16402,1,2013-1446,46,2013-14
16403,1,2013-1446,46,2013-14
16404,1,2013-1446,46,2013-14
16405,1,2013-1446,46,2013-14
16406,1,2013-1446,46,2013-14
16407,1,2013-1446,46,2013-14
16408,1,2013-1446,46,2013-14
16409,1,2013-1446,46,2013-14
16410,1,2013-1446,46,2013-14
16411,1,2013-1446,46,2013-14
16412,1,2013-1446,46,2013-14
16413,1,2013-1446,46,2013-14
16414,1,2013-1446,46,2013-14
16415,1,2013-1446,46,2013-14
16416,1,2013-1446,46,2013-14
16417,1,2013-1446,46,2013-14
16418,1,2013-1446,46,2013-14
16419,1,2013-1446,46,2013-14
16420,1,2013-1446,46,2013-14
16421,1,2013-1446,46,2013-14
16422,1,2013-1446,46,2013-14
16423,1,2013-1446,46,2013-14
16424,1,2013-1446,46,2013-14
16425,1,2013-1446,46,2013-14
16426,1,2013-1446,46,2013-14
16427,1,2013-1446,46,2013-14
16428,1,2013-1446,46,2013-14
16429,1,2013-1446,46,2013-14
16430,1,2013-1446,46,2013-14
16431,1,2013-1446,46,2013-14
16432,1,2013-1446,46,2013-14
16433,1,2013-1446,46,2013-14
16434,1,2013-1446,46,2013-14
16435,1,2013-1446,46,2013-14
16436,1,2013-1446,46,2013-14
16437,2,2013-1446,46,2013-14
16438,2,2013-1446,46,2013-14
16439,2,2013-1446,46,2013-14
16440,2,2013-1446,46,2013-14
16441,2,2013-1446,46,2013-14
16442,2,2013-1446,46,2013-14
16443,4,2013-1446,46,2013-14
16444,5,2013-1446,46,2013-14
16445,5,2013-1446,46,2013-14
16446,6,2013-1446,46,2013-14
16447,8,2013-1446,46,2013-14
16448,9,2013-1446,46,2013-14
884,0,2013-1447,47,2013-14
16449,1,2013-1447,47,2013-14
16450,1,2013-1447,47,2013-14
16451,1,2013-1447,47,2013-14
16452,1,2013-1447,47,2013-14
16453,1,2013-1447,47,2013-14
16454,1,2013-1447,47,2013-14
16455,1,2013-1447,47,2013-14
16456,1,2013-1447,47,2013-14
16457,1,2013-1447,47,2013-14
16458,1,2013-1447,47,2013-14
16459,1,2013-1447,47,2013-14
16460,1,2013-1447,47,2013-14
16461,1,2013-1447,47,2013-14
16462,1,2013-1447,47,2013-14
16463,1,2013-1447,47,2013-14
16464,1,2013-1447,47,2013-14
16465,1,2013-1447,47,2013-14
16466,1,2013-1447,47,2013-14
16467,1,2013-1447,47,2013-14
16468,1,2013-1447,47,2013-14
16469,1,2013-1447,47,2013-14
16470,1,2013-1447,47,2013-14
16471,1,2013-1447,47,2013-14
16472,1,2013-1447,47,2013-14
16473,1,2013-1447,47,2013-14
16474,1,2013-1447,47,2013-14
16475,1,2013-1447,47,2013-14
16476,1,2013-1447,47,2013-14
16477,1,2013-1447,47,2013-14
16478,1,2013-1447,47,2013-14
16479,1,2013-1447,47,2013-14
16480,1,2013-1447,47,2013-14
16481,1,2013-1447,47,2013-14
16482,1,2013-1447,47,2013-14
16483,1,2013-1447,47,2013-14
16484,1,2013-1447,47,2013-14
16485,1,2013-1447,47,2013-14
16486,1,2013-1447,47,2013-14
16487,1,2013-1447,47,2013-14
16488,1,2013-1447,47,2013-14
16489,2,2013-1447,47,2013-14
16490,2,2013-1447,47,2013-14
16491,2,2013-1447,47,2013-14
16492,2,2013-1447,47,2013-14
16493,3,2013-1447,47,2013-14
16494,3,2013-1447,47,2013-14
16495,3,2013-1447,47,2013-14
16496,4,2013-1447,47,2013-14
16497,6,2013-1447,47,2013-14
16498,8,2013-1447,47,2013-14
16499,8,2013-1447,47,2013-14
16500,9,2013-1447,47,2013-14
886,0,2013-1448,48,2013-14
16501,1,2013-1448,48,2013-14
16502,1,2013-1448,48,2013-14
16503,1,2013-1448,48,2013-14
16504,1,2013-1448,48,2013-14
16505,1,2013-1448,48,2013-14
16506,1,2013-1448,48,2013-14
16507,1,2013-1448,48,2013-14
16508,1,2013-1448,48,2013-14
16509,1,2013-1448,48,2013-14
16510,1,2013-1448,48,2013-14
16511,1,2013-1448,48,2013-14
16512,1,2013-1448,48,2013-14
16513,1,2013-1448,48,2013-14
16514,1,2013-1448,48,2013-14
16515,1,2013-1448,48,2013-14
16516,1,2013-1448,48,2013-14
16517,1,2013-1448,48,2013-14
16518,1,2013-1448,48,2013-14
16519,1,2013-1448,48,2013-14
16520,1,2013-1448,48,2013-14
16521,1,2013-1448,48,2013-14
16522,1,2013-1448,48,2013-14
16523,1,2013-1448,48,2013-14
16524,1,2013-1448,48,2013-14
16525,1,2013-1448,48,2013-14
16526,1,2013-1448,48,2013-14
16527,1,2013-1448,48,2013-14
16528,1,2013-1448,48,2013-14
16529,1,2013-1448,48,2013-14
16530,1,2013-1448,48,2013-14
16531,1,2013-1448,48,2013-14
16532,1,2013-1448,48,2013-14
16533,1,2013-1448,48,2013-14
16534,1,2013-1448,48,2013-14
16535,2,2013-1448,48,2013-14
16536,2,2013-1448,48,2013-14
16537,2,2013-1448,48,2013-14
16538,2,2013-1448,48,2013-14
16539,2,2013-1448,48,2013-14
16540,3,2013-1448,48,2013-14
16541,3,2013-1448,48,2013-14
16542,3,2013-1448,48,2013-14
16543,3,2013-1448,48,2013-14
16544,3,2013-1448,48,2013-14
16545,3,2013-1448,48,2013-14
16546,3,2013-1448,48,2013-14
16547,4,2013-1448,48,2013-14
16548,7,2013-1448,48,2013-14
16549,7,2013-1448,48,2013-14
16550,8,2013-1448,48,2013-14
16551,10,2013-1448,48,2013-14
16552,10,2013-1448,48,2013-14
888,0,2013-1449,49,2013-14
14777,1,2013-1449,49,2013-14
14778,1,2013-1449,49,2013-14
14779,1,2013-1449,49,2013-14
14780,1,2013-1449,49,2013-14
14781,1,2013-1449,49,2013-14
14782,1,2013-1449,49,2013-14
14783,1,2013-1449,49,2013-14
14784,1,2013-1449,49,2013-14
14785,1,2013-1449,49,2013-14
14786,1,2013-1449,49,2013-14
14787,1,2013-1449,49,2013-14
14788,1,2013-1449,49,2013-14
14789,1,2013-1449,49,2013-14
14790,1,2013-1449,49,2013-14
14791,1,2013-1449,49,2013-14
14792,1,2013-1449,49,2013-14
14793,1,2013-1449,49,2013-14
14794,1,2013-1449,49,2013-14
14795,1,2013-1449,49,2013-14
14796,1,2013-1449,49,2013-14
14797,1,2013-1449,49,2013-14
14798,1,2013-1449,49,2013-14
14799,1,2013-1449,49,2013-14
14800,1,2013-1449,49,2013-14
14801,1,2013-1449,49,2013-14
14802,1,2013-1449,49,2013-14
14803,1,2013-1449,49,2013-14
14804,1,2013-1449,49,2013-14
14805,1,2013-1449,49,2013-14
14806,1,2013-1449,49,2013-14
14807,1,2013-1449,49,2013-14
14808,2,2013-1449,49,2013-14
14809,2,2013-1449,49,2013-14
14810,2,2013-1449,49,2013-14
14811,2,2013-1449,49,2013-14
14812,2,2013-1449,49,2013-14
14813,2,2013-1449,49,2013-14
14814,3,2013-1449,49,2013-14
14815,3,2013-1449,49,2013-14
14816,3,2013-1449,49,2013-14
14817,3,2013-1449,49,2013-14
14818,3,2013-1449,49,2013-14
14819,4,2013-1449,49,2013-14
14820,4,2013-1449,49,2013-14
14821,5,2013-1449,49,2013-14
14822,5,2013-1449,49,2013-14
14823,5,2013-1449,49,2013-14
14824,8,2013-1449,49,2013-14
14825,10,2013-1449,49,2013-14
14826,10,2013-1449,49,2013-14
14827,10,2013-1449,49,2013-14
14828,10,2013-1449,49,2013-14
890,0,2013-1450,50,2013-14
14829,1,2013-1450,50,2013-14
14830,1,2013-1450,50,2013-14
14831,1,2013-1450,50,2013-14
14832,1,2013-1450,50,2013-14
14833,1,2013-1450,50,2013-14
14834,1,2013-1450,50,2013-14
14835,1,2013-1450,50,2013-14
14836,1,2013-1450,50,2013-14
14837,1,2013-1450,50,2013-14
14838,1,2013-1450,50,2013-14
14839,1,2013-1450,50,2013-14
14840,1,2013-1450,50,2013-14
14841,1,2013-1450,50,2013-14
14842,1,2013-1450,50,2013-14
14843,1,2013-1450,50,2013-14
14844,1,2013-1450,50,2013-14
14845,1,2013-1450,50,2013-14
14846,1,2013-1450,50,2013-14
14847,1,2013-1450,50,2013-14
14848,1,2013-1450,50,2013-14
14849,1,2013-1450,50,2013-14
14850,1,2013-1450,50,2013-14
14851,1,2013-1450,50,2013-14
14852,1,2013-1450,50,2013-14
14853,1,2013-1450,50,2013-14
14854,1,2013-1450,50,2013-14
14855,1,2013-1450,50,2013-14
14856,2,2013-1450,50,2013-14
14857,2,2013-1450,50,2013-14
14858,2,2013-1450,50,2013-14
14859,2,2013-1450,50,2013-14
14860,2,2013-1450,50,2013-14
14861,2,2013-1450,50,2013-14
14862,2,2013-1450,50,2013-14
14863,2,2013-1450,50,2013-14
14864,2,2013-1450,50,2013-14
14865,2,2013-1450,50,2013-14
14866,2,2013-1450,50,2013-14
14867,3,2013-1450,50,2013-14
14868,4,2013-1450,50,2013-14
14869,4,2013-1450,50,2013-14
14870,4,2013-1450,50,2013-14
14871,4,2013-1450,50,2013-14
14872,4,2013-1450,50,2013-14
14873,4,2013-1450,50,2013-14
14874,4,2013-1450,50,2013-14
14875,6,2013-1450,50,2013-14
14876,9,2013-1450,50,2013-14
14877,10,2013-1450,50,2013-14
14878,10,2013-1450,50,2013-14
14879,10,2013-1450,50,2013-14
14880,10,2013-1450,50,2013-14
892,0,2013-1451,51,2013-14
14881,1,2013-1451,51,2013-14
14882,1,2013-1451,51,2013-14
14883,1,2013-1451,51,2013-14
14884,1,2013-1451,51,2013-14
14885,1,2013-1451,51,2013-14
14886,1,2013-1451,51,2013-14
14887,1,2013-1451,51,2013-14
14888,1,2013-1451,51,2013-14
14889,1,2013-1451,51,2013-14
14890,1,2013-1451,51,2013-14
14891,1,2013-1451,51,2013-14
14892,1,2013-1451,51,2013-14
14893,1,2013-1451,51,2013-14
14894,1,2013-1451,51,2013-14
14895,1,2013-1451,51,2013-14
14896,1,2013-1451,51,2013-14
14897,2,2013-1451,51,2013-14
14898,2,2013-1451,51,2013-14
14899,2,2013-1451,51,2013-14
14900,2,2013-1451,51,2013-14
14901,2,2013-1451,51,2013-14
14902,2,2013-1451,51,2013-14
14903,2,2013-1451,51,2013-14
14904,3,2013-1451,51,2013-14
14905,3,2013-1451,51,2013-14
14906,3,2013-1451,51,2013-14
14907,3,2013-1451,51,2013-14
14908,3,2013-1451,51,2013-14
14909,4,2013-1451,51,2013-14
14910,4,2013-1451,51,2013-14
14911,4,2013-1451,51,2013-14
14912,4,2013-1451,51,2013-14
14913,4,2013-1451,51,2013-14
14914,4,2013-1451,51,2013-14
14915,5,2013-1451,51,2013-14
14916,5,2013-1451,51,2013-14
14917,5,2013-1451,51,2013-14
14918,6,2013-1451,51,2013-14
14919,6,2013-1451,51,2013-14
14920,6,2013-1451,51,2013-14
14921,6,2013-1451,51,2013-14
14922,6,2013-1451,51,2013-14
14923,6,2013-1451,51,2013-14
14924,7,2013-1451,51,2013-14
14925,8,2013-1451,51,2013-14
14926,8,2013-1451,51,2013-14
14927,8,2013-1451,51,2013-14
14928,10,2013-1451,51,2013-14
14929,10,2013-1451,51,2013-14
14930,10,2013-1451,51,2013-14
14931,10,2013-1451,51,2013-14
14932,10,2013-1451,51,2013-14
14933,1,2013-1452,52,2013-14
14934,1,2013-1452,52,2013-14
14935,1,2013-1452,52,2013-14
14936,1,2013-1452,52,2013-14
14937,1,2013-1452,52,2013-14
14938,1,2013-1452,52,2013-14
14939,2,2013-1452,52,2013-14
14940,2,2013-1452,52,2013-14
14941,2,2013-1452,52,2013-14
14942,3,2013-1452,52,2013-14
14943,3,2013-1452,52,2013-14
14944,3,2013-1452,52,2013-14
14945,3,2013-1452,52,2013-14
14946,3,2013-1452,52,2013-14
14947,3,2013-1452,52,2013-14
14948,4,2013-1452,52,2013-14
14949,4,2013-1452,52,2013-14
14950,4,2013-1452,52,2013-14
14951,4,2013-1452,52,2013-14
14952,5,2013-1452,52,2013-14
14953,5,2013-1452,52,2013-14
14954,5,2013-1452,52,2013-14
14955,5,2013-1452,52,2013-14
14956,6,2013-1452,52,2013-14
14957,6,2013-1452,52,2013-14
14958,6,2013-1452,52,2013-14
14959,7,2013-1452,52,2013-14
14960,7,2013-1452,52,2013-14
14961,7,2013-1452,52,2013-14
14962,7,2013-1452,52,2013-14
14963,8,2013-1452,52,2013-14
14964,8,2013-1452,52,2013-14
14965,8,2013-1452,52,2013-14
14966,9,2013-1452,52,2013-14
14967,9,2013-1452,52,2013-14
14968,9,2013-1452,52,2013-14
14969,9,2013-1452,52,2013-14
14970,9,2013-1452,52,2013-14
14971,9,2013-1452,52,2013-14
14972,10,2013-1452,52,2013-14
14973,10,2013-1452,52,2013-14
14974,10,2013-1452,52,2013-14
14975,10,2013-1452,52,2013-14
14976,10,2013-1452,52,2013-14
14977,10,2013-1452,52,2013-14
14978,10,2013-1452,52,2013-14
14979,10,2013-1452,52,2013-14
14980,10,2013-1452,52,2013-14
14981,10,2013-1452,52,2013-14
14982,10,2013-1452,52,2013-14
14983,10,2013-1452,52,2013-14
14984,10,2013-1452,52,2013-14
1082,0,2014-151,1,2014-15
17885,1,2014-151,1,2014-15
17886,1,2014-151,1,2014-15
17887,1,2014-151,1,2014-15
17888,2,2014-151,1,2014-15
17889,2,2014-151,1,2014-15
17890,3,2014-151,1,2014-15
17891,3,2014-151,1,2014-15
17892,3,2014-151,1,2014-15
17893,3,2014-151,1,2014-15
17894,3,2014-151,1,2014-15
17895,3,2014-151,1,2014-15
17896,4,2014-151,1,2014-15
17897,4,2014-151,1,2014-15
17898,4,2014-151,1,2014-15
17899,5,2014-151,1,2014-15
17900,5,2014-151,1,2014-15
17901,5,2014-151,1,2014-15
17902,5,2014-151,1,2014-15
17903,5,2014-151,1,2014-15
17904,5,2014-151,1,2014-15
17905,6,2014-151,1,2014-15
17906,6,2014-151,1,2014-15
17907,6,2014-151,1,2014-15
17908,6,2014-151,1,2014-15
17909,6,2014-151,1,2014-15
17910,7,2014-151,1,2014-15
17911,7,2014-151,1,2014-15
17912,7,2014-151,1,2014-15
17913,7,2014-151,1,2014-15
17914,8,2014-151,1,2014-15
17915,8,2014-151,1,2014-15
17916,8,2014-151,1,2014-15
17917,9,2014-151,1,2014-15
17918,9,2014-151,1,2014-15
17919,9,2014-151,1,2014-15
17920,9,2014-151,1,2014-15
17921,10,2014-151,1,2014-15
17922,10,2014-151,1,2014-15
17923,10,2014-151,1,2014-15
17924,10,2014-151,1,2014-15
17925,10,2014-151,1,2014-15
17926,10,2014-151,1,2014-15
17927,10,2014-151,1,2014-15
17928,10,2014-151,1,2014-15
17929,10,2014-151,1,2014-15
17930,10,2014-151,1,2014-15
17931,10,2014-151,1,2014-15
17932,10,2014-151,1,2014-15
17933,10,2014-151,1,2014-15
17934,10,2014-151,1,2014-15
17935,10,2014-151,1,2014-15
17936,10,2014-151,1,2014-15
1084,0,2014-152,2,2014-15
17937,1,2014-152,2,2014-15
17938,1,2014-152,2,2014-15
17939,2,2014-152,2,2014-15
17940,2,2014-152,2,2014-15
17941,3,2014-152,2,2014-15
17942,3,2014-152,2,2014-15
17943,3,2014-152,2,2014-15
17944,4,2014-152,2,2014-15
17945,4,2014-152,2,2014-15
17946,4,2014-152,2,2014-15
17947,4,2014-152,2,2014-15
17948,5,2014-152,2,2014-15
17949,5,2014-152,2,2014-15
17950,5,2014-152,2,2014-15
17951,5,2014-152,2,2014-15
17952,5,2014-152,2,2014-15
17953,5,2014-152,2,2014-15
17954,6,2014-152,2,2014-15
17955,6,2014-152,2,2014-15
17956,6,2014-152,2,2014-15
17957,6,2014-152,2,2014-15
17958,6,2014-152,2,2014-15
17959,6,2014-152,2,2014-15
17960,6,2014-152,2,2014-15
17961,7,2014-152,2,2014-15
17962,7,2014-152,2,2014-15
17963,7,2014-152,2,2014-15
17964,7,2014-152,2,2014-15
17965,7,2014-152,2,2014-15
17966,7,2014-152,2,2014-15
17967,7,2014-152,2,2014-15
17968,8,2014-152,2,2014-15
17969,8,2014-152,2,2014-15
17970,8,2014-152,2,2014-15
17971,9,2014-152,2,2014-15
17972,9,2014-152,2,2014-15
17973,9,2014-152,2,2014-15
17974,10,2014-152,2,2014-15
17975,10,2014-152,2,2014-15
17976,10,2014-152,2,2014-15
17977,10,2014-152,2,2014-15
17978,10,2014-152,2,2014-15
17979,10,2014-152,2,2014-15
17980,10,2014-152,2,2014-15
17981,10,2014-152,2,2014-15
17982,10,2014-152,2,2014-15
17983,10,2014-152,2,2014-15
17984,10,2014-152,2,2014-15
