,actlevel,X,WEEK,SEASON
4658,1,2009-104,4,2009-10
4659,1,2009-104,4,2009-10
4660,1,2009-104,4,2009-10
4661,1,2009-104,4,2009-10
4662,1,2009-104,4,2009-10
4663,1,2009-104,4,2009-10
4664,1,2009-104,4,2009-10
4665,1,2009-104,4,2009-10
4666,1,2009-104,4,2009-10
4667,1,2009-104,4,2009-10
4668,1,2009-104,4,2009-10
4669,1,2009-104,4,2009-10
4670,1,2009-104,4,2009-10
4671,1,2009-104,4,2009-10
4672,1,2009-104,4,2009-10
4673,1,2009-104,4,2009-10
4674,1,2009-104,4,2009-10
4675,1,2009-104,4,2009-10
4676,1,2009-104,4,2009-10
4677,1,2009-104,4,2009-10
4678,1,2009-104,4,2009-10
4679,1,2009-104,4,2009-10
4680,1,2009-104,4,2009-10
4681,1,2009-104,4,2009-10
4682,2,2009-104,4,2009-10
4683,2,2009-104,4,2009-10
4684,2,2009-104,4,2009-10
4685,2,2009-104,4,2009-10
4686,2,2009-104,4,2009-10
4687,3,2009-104,4,2009-10
4688,4,2009-104,4,2009-10
4689,4,2009-104,4,2009-10
4690,4,2009-104,4,2009-10
4691,6,2009-104,4,2009-10
4692,6,2009-104,4,2009-10
4693,6,2009-104,4,2009-10
4694,7,2009-104,4,2009-10
4228,1,2009-105,5,2009-10
4229,1,2009-105,5,2009-10
4230,1,2009-105,5,2009-10
4231,1,2009-105,5,2009-10
4232,1,2009-105,5,2009-10
4233,1,2009-105,5,2009-10
4234,1,2009-105,5,2009-10
4235,1,2009-105,5,2009-10
4236,1,2009-105,5,2009-10
4237,1,2009-105,5,2009-10
4238,1,2009-105,5,2009-10
4239,1,2009-105,5,2009-10
4240,1,2009-105,5,2009-10
4241,1,2009-105,5,2009-10
4242,1,2009-105,5,2009-10
4243,1,2009-105,5,2009-10
4244,1,2009-105,5,2009-10
4245,1,2009-105,5,2009-10
4246,1,2009-105,5,2009-10
4247,1,2009-105,5,2009-10
4248,1,2009-105,5,2009-10
4249,1,2009-105,5,2009-10
4250,1,2009-105,5,2009-10
4251,1,2009-105,5,2009-10
4252,1,2009-105,5,2009-10
4253,1,2009-105,5,2009-10
4254,1,2009-105,5,2009-10
4255,1,2009-105,5,2009-10
4256,1,2009-105,5,2009-10
4257,1,2009-105,5,2009-10
4258,1,2009-105,5,2009-10
4259,1,2009-105,5,2009-10
4260,1,2009-105,5,2009-10
4261,1,2009-105,5,2009-10
4262,1,2009-105,5,2009-10
4263,2,2009-105,5,2009-10
4264,2,2009-105,5,2009-10
4265,2,2009-105,5,2009-10
4266,3,2009-105,5,2009-10
4267,3,2009-105,5,2009-10
4268,3,2009-105,5,2009-10
4269,3,2009-105,5,2009-10
4270,3,2009-105,5,2009-10
4271,4,2009-105,5,2009-10
4272,4,2009-105,5,2009-10
4273,4,2009-105,5,2009-10
4274,4,2009-105,5,2009-10
4275,5,2009-105,5,2009-10
4276,5,2009-105,5,2009-10
4277,6,2009-105,5,2009-10
4278,9,2009-105,5,2009-10
4279,10,2009-105,5,2009-10
4280,1,2009-106,6,2009-10
4281,1,2009-106,6,2009-10
4282,1,2009-106,6,2009-10
4283,1,2009-106,6,2009-10
4284,1,2009-106,6,2009-10
4285,1,2009-106,6,2009-10
4286,1,2009-106,6,2009-10
4287,1,2009-106,6,2009-10
4288,1,2009-106,6,2009-10
4289,1,2009-106,6,2009-10
4290,1,2009-106,6,2009-10
4291,1,2009-106,6,2009-10
4292,1,2009-106,6,2009-10
4293,1,2009-106,6,2009-10
4294,1,2009-106,6,2009-10
4295,1,2009-106,6,2009-10
4296,1,2009-106,6,2009-10
4297,1,2009-106,6,2009-10
4298,1,2009-106,6,2009-10
4299,1,2009-106,6,2009-10
4300,1,2009-106,6,2009-10
4301,1,2009-106,6,2009-10
4302,1,2009-106,6,2009-10
4303,1,2009-106,6,2009-10
4304,1,2009-106,6,2009-10
4305,1,2009-106,6,2009-10
4306,1,2009-106,6,2009-10
4307,1,2009-106,6,2009-10
4308,1,2009-106,6,2009-10
4309,1,2009-106,6,2009-10
4310,1,2009-106,6,2009-10
4311,1,2009-106,6,2009-10
4312,1,2009-106,6,2009-10
4313,1,2009-106,6,2009-10
4314,1,2009-106,6,2009-10
4315,1,2009-106,6,2009-10
4316,1,2009-106,6,2009-10
4317,2,2009-106,6,2009-10
4318,2,2009-106,6,2009-10
4319,2,2009-106,6,2009-10
4320,3,2009-106,6,2009-10
4321,3,2009-106,6,2009-10
4322,3,2009-106,6,2009-10
4323,3,2009-106,6,2009-10
4324,3,2009-106,6,2009-10
4325,4,2009-106,6,2009-10
4326,4,2009-106,6,2009-10
4327,4,2009-106,6,2009-10
4328,6,2009-106,6,2009-10
4329,6,2009-106,6,2009-10
4330,6,2009-106,6,2009-10
4331,8,2009-106,6,2009-10
4332,1,2009-107,7,2009-10
4333,1,2009-107,7,2009-10
4334,1,2009-107,7,2009-10
4335,1,2009-107,7,2009-10
4336,1,2009-107,7,2009-10
4337,1,2009-107,7,2009-10
4338,1,2009-107,7,2009-10
4339,1,2009-107,7,2009-10
4340,1,2009-107,7,2009-10
4341,1,2009-107,7,2009-10
4342,1,2009-107,7,2009-10
4343,1,2009-107,7,2009-10
4344,1,2009-107,7,2009-10
4345,1,2009-107,7,2009-10
4346,1,2009-107,7,2009-10
4347,1,2009-107,7,2009-10
4348,1,2009-107,7,2009-10
4349,1,2009-107,7,2009-10
4350,1,2009-107,7,2009-10
4351,1,2009-107,7,2009-10
4352,1,2009-107,7,2009-10
4353,1,2009-107,7,2009-10
4354,1,2009-107,7,2009-10
4355,1,2009-107,7,2009-10
4356,1,2009-107,7,2009-10
4357,1,2009-107,7,2009-10
4358,1,2009-107,7,2009-10
4359,1,2009-107,7,2009-10
4360,1,2009-107,7,2009-10
4361,1,2009-107,7,2009-10
4362,1,2009-107,7,2009-10
4363,1,2009-107,7,2009-10
4364,1,2009-107,7,2009-10
4365,1,2009-107,7,2009-10
4366,1,2009-107,7,2009-10
4367,2,2009-107,7,2009-10
4368,2,2009-107,7,2009-10
4369,2,2009-107,7,2009-10
4370,2,2009-107,7,2009-10
4371,2,2009-107,7,2009-10
4372,2,2009-107,7,2009-10
4373,3,2009-107,7,2009-10
4374,3,2009-107,7,2009-10
4375,3,2009-107,7,2009-10
4376,3,2009-107,7,2009-10
4377,4,2009-107,7,2009-10
4378,4,2009-107,7,2009-10
4379,4,2009-107,7,2009-10
4380,5,2009-107,7,2009-10
4381,6,2009-107,7,2009-10
4382,8,2009-107,7,2009-10
4383,8,2009-107,7,2009-10
4384,1,2009-108,8,2009-10
4385,1,2009-108,8,2009-10
4386,1,2009-108,8,2009-10
4387,1,2009-108,8,2009-10
4388,1,2009-108,8,2009-10
4389,1,2009-108,8,2009-10
4390,1,2009-108,8,2009-10
4391,1,2009-108,8,2009-10
4392,1,2009-108,8,2009-10
4393,1,2009-108,8,2009-10
4394,1,2009-108,8,2009-10
4395,1,2009-108,8,2009-10
4396,1,2009-108,8,2009-10
4397,1,2009-108,8,2009-10
4398,1,2009-108,8,2009-10
4399,1,2009-108,8,2009-10
4400,1,2009-108,8,2009-10
4401,1,2009-108,8,2009-10
4402,1,2009-108,8,2009-10
4403,1,2009-108,8,2009-10
4404,1,2009-108,8,2009-10
4405,1,2009-108,8,2009-10
4406,1,2009-108,8,2009-10
4407,1,2009-108,8,2009-10
4408,1,2009-108,8,2009-10
4409,1,2009-108,8,2009-10
4410,1,2009-108,8,2009-10
4411,1,2009-108,8,2009-10
4412,1,2009-108,8,2009-10
4413,1,2009-108,8,2009-10
4414,1,2009-108,8,2009-10
4415,1,2009-108,8,2009-10
4416,1,2009-108,8,2009-10
4417,1,2009-108,8,2009-10
4418,1,2009-108,8,2009-10
4419,1,2009-108,8,2009-10
4420,2,2009-108,8,2009-10
4421,2,2009-108,8,2009-10
4422,2,2009-108,8,2009-10
4423,2,2009-108,8,2009-10
4424,2,2009-108,8,2009-10
4425,2,2009-108,8,2009-10
4426,2,2009-108,8,2009-10
4427,2,2009-108,8,2009-10
4428,3,2009-108,8,2009-10
4429,3,2009-108,8,2009-10
4430,3,2009-108,8,2009-10
4431,3,2009-108,8,2009-10
4432,5,2009-108,8,2009-10
4433,6,2009-108,8,2009-10
4434,7,2009-108,8,2009-10
4435,9,2009-108,8,2009-10
5130,1,2009-109,9,2009-10
5131,1,2009-109,9,2009-10
5132,1,2009-109,9,2009-10
5133,1,2009-109,9,2009-10
5134,1,2009-109,9,2009-10
5135,1,2009-109,9,2009-10
5136,1,2009-109,9,2009-10
5137,1,2009-109,9,2009-10
5138,1,2009-109,9,2009-10
5139,1,2009-109,9,2009-10
5140,1,2009-109,9,2009-10
5141,1,2009-109,9,2009-10
5142,1,2009-109,9,2009-10
5143,1,2009-109,9,2009-10
5144,1,2009-109,9,2009-10
5145,1,2009-109,9,2009-10
5146,1,2009-109,9,2009-10
5147,1,2009-109,9,2009-10
5148,1,2009-109,9,2009-10
5149,1,2009-109,9,2009-10
5150,1,2009-109,9,2009-10
5151,1,2009-109,9,2009-10
5152,1,2009-109,9,2009-10
5153,1,2009-109,9,2009-10
5154,1,2009-109,9,2009-10
5155,1,2009-109,9,2009-10
5156,1,2009-109,9,2009-10
5157,1,2009-109,9,2009-10
5158,1,2009-109,9,2009-10
5159,1,2009-109,9,2009-10
5160,1,2009-109,9,2009-10
5161,1,2009-109,9,2009-10
5162,1,2009-109,9,2009-10
5163,1,2009-109,9,2009-10
5164,1,2009-109,9,2009-10
5165,1,2009-109,9,2009-10
5166,1,2009-109,9,2009-10
5167,2,2009-109,9,2009-10
5168,2,2009-109,9,2009-10
5169,2,2009-109,9,2009-10
5170,2,2009-109,9,2009-10
5171,3,2009-109,9,2009-10
5172,3,2009-109,9,2009-10
5173,3,2009-109,9,2009-10
5174,3,2009-109,9,2009-10
5175,4,2009-109,9,2009-10
5176,5,2009-109,9,2009-10
5177,6,2009-109,9,2009-10
5178,6,2009-109,9,2009-10
5179,6,2009-109,9,2009-10
5180,6,2009-109,9,2009-10
5181,6,2009-109,9,2009-10
5182,1,2009-1010,10,2009-10
5183,1,2009-1010,10,2009-10
5184,1,2009-1010,10,2009-10
5185,1,2009-1010,10,2009-10
5186,1,2009-1010,10,2009-10
5187,1,2009-1010,10,2009-10
5188,1,2009-1010,10,2009-10
5189,1,2009-1010,10,2009-10
5190,1,2009-1010,10,2009-10
5191,1,2009-1010,10,2009-10
5192,1,2009-1010,10,2009-10
5193,1,2009-1010,10,2009-10
5194,1,2009-1010,10,2009-10
5195,1,2009-1010,10,2009-10
5196,1,2009-1010,10,2009-10
5197,1,2009-1010,10,2009-10
5198,1,2009-1010,10,2009-10
5199,1,2009-1010,10,2009-10
5200,1,2009-1010,10,2009-10
5201,1,2009-1010,10,2009-10
5202,1,2009-1010,10,2009-10
5203,1,2009-1010,10,2009-10
5204,1,2009-1010,10,2009-10
5205,1,2009-1010,10,2009-10
5206,1,2009-1010,10,2009-10
5207,1,2009-1010,10,2009-10
5208,1,2009-1010,10,2009-10
5209,1,2009-1010,10,2009-10
5210,1,2009-1010,10,2009-10
5211,1,2009-1010,10,2009-10
5212,1,2009-1010,10,2009-10
5213,1,2009-1010,10,2009-10
5214,1,2009-1010,10,2009-10
5215,1,2009-1010,10,2009-10
5216,1,2009-1010,10,2009-10
5217,1,2009-1010,10,2009-10
5218,1,2009-1010,10,2009-10
5219,2,2009-1010,10,2009-10
5220,2,2009-1010,10,2009-10
5221,2,2009-1010,10,2009-10
5222,2,2009-1010,10,2009-10
5223,2,2009-1010,10,2009-10
5224,3,2009-1010,10,2009-10
5225,3,2009-1010,10,2009-10
5226,3,2009-1010,10,2009-10
5227,4,2009-1010,10,2009-10
5228,4,2009-1010,10,2009-10
5229,4,2009-1010,10,2009-10
5230,5,2009-1010,10,2009-10
5231,5,2009-1010,10,2009-10
5232,6,2009-1010,10,2009-10
5233,7,2009-1010,10,2009-10
5234,1,2009-1011,11,2009-10
5235,1,2009-1011,11,2009-10
5236,1,2009-1011,11,2009-10
5237,1,2009-1011,11,2009-10
5238,1,2009-1011,11,2009-10
5239,1,2009-1011,11,2009-10
5240,1,2009-1011,11,2009-10
5241,1,2009-1011,11,2009-10
5242,1,2009-1011,11,2009-10
5243,1,2009-1011,11,2009-10
5244,1,2009-1011,11,2009-10
5245,1,2009-1011,11,2009-10
5246,1,2009-1011,11,2009-10
5247,1,2009-1011,11,2009-10
5248,1,2009-1011,11,2009-10
5249,1,2009-1011,11,2009-10
5250,1,2009-1011,11,2009-10
5251,1,2009-1011,11,2009-10
5252,1,2009-1011,11,2009-10
5253,1,2009-1011,11,2009-10
5254,1,2009-1011,11,2009-10
5255,1,2009-1011,11,2009-10
5256,1,2009-1011,11,2009-10
5257,1,2009-1011,11,2009-10
5258,1,2009-1011,11,2009-10
5259,1,2009-1011,11,2009-10
5260,1,2009-1011,11,2009-10
5261,1,2009-1011,11,2009-10
5262,1,2009-1011,11,2009-10
5263,1,2009-1011,11,2009-10
5264,1,2009-1011,11,2009-10
5265,1,2009-1011,11,2009-10
5266,1,2009-1011,11,2009-10
5267,1,2009-1011,11,2009-10
5268,1,2009-1011,11,2009-10
5269,1,2009-1011,11,2009-10
5270,1,2009-1011,11,2009-10
5271,1,2009-1011,11,2009-10
5272,2,2009-1011,11,2009-10
5273,2,2009-1011,11,2009-10
5274,2,2009-1011,11,2009-10
5275,2,2009-1011,11,2009-10
5276,2,2009-1011,11,2009-10
5277,3,2009-1011,11,2009-10
5278,3,2009-1011,11,2009-10
5279,3,2009-1011,11,2009-10
5280,3,2009-1011,11,2009-10
5281,4,2009-1011,11,2009-10
5282,4,2009-1011,11,2009-10
5283,4,2009-1011,11,2009-10
5284,6,2009-1011,11,2009-10
5285,6,2009-1011,11,2009-10
75,0,2009-1012,12,2009-10
5286,1,2009-1012,12,2009-10
5287,1,2009-1012,12,2009-10
5288,1,2009-1012,12,2009-10
5289,1,2009-1012,12,2009-10
5290,1,2009-1012,12,2009-10
5291,1,2009-1012,12,2009-10
5292,1,2009-1012,12,2009-10
5293,1,2009-1012,12,2009-10
5294,1,2009-1012,12,2009-10
5295,1,2009-1012,12,2009-10
5296,1,2009-1012,12,2009-10
5297,1,2009-1012,12,2009-10
5298,1,2009-1012,12,2009-10
5299,1,2009-1012,12,2009-10
5300,1,2009-1012,12,2009-10
5301,1,2009-1012,12,2009-10
5302,1,2009-1012,12,2009-10
5303,1,2009-1012,12,2009-10
5304,1,2009-1012,12,2009-10
5305,1,2009-1012,12,2009-10
5306,1,2009-1012,12,2009-10
5307,1,2009-1012,12,2009-10
5308,1,2009-1012,12,2009-10
5309,1,2009-1012,12,2009-10
5310,1,2009-1012,12,2009-10
5311,1,2009-1012,12,2009-10
5312,1,2009-1012,12,2009-10
5313,1,2009-1012,12,2009-10
5314,1,2009-1012,12,2009-10
5315,1,2009-1012,12,2009-10
5316,1,2009-1012,12,2009-10
5317,1,2009-1012,12,2009-10
5318,1,2009-1012,12,2009-10
5319,1,2009-1012,12,2009-10
5320,1,2009-1012,12,2009-10
5321,1,2009-1012,12,2009-10
5322,1,2009-1012,12,2009-10
5323,1,2009-1012,12,2009-10
5324,1,2009-1012,12,2009-10
5325,1,2009-1012,12,2009-10
5326,1,2009-1012,12,2009-10
5327,1,2009-1012,12,2009-10
5328,2,2009-1012,12,2009-10
5329,2,2009-1012,12,2009-10
5330,2,2009-1012,12,2009-10
5331,3,2009-1012,12,2009-10
5332,3,2009-1012,12,2009-10
5333,3,2009-1012,12,2009-10
5334,3,2009-1012,12,2009-10
5335,4,2009-1012,12,2009-10
5336,5,2009-1012,12,2009-10
74,0,2009-1013,13,2009-10
3617,1,2009-1013,13,2009-10
3618,1,2009-1013,13,2009-10
3619,1,2009-1013,13,2009-10
3620,1,2009-1013,13,2009-10
3621,1,2009-1013,13,2009-10
3622,1,2009-1013,13,2009-10
3623,1,2009-1013,13,2009-10
3624,1,2009-1013,13,2009-10
3625,1,2009-1013,13,2009-10
3626,1,2009-1013,13,2009-10
3627,1,2009-1013,13,2009-10
3628,1,2009-1013,13,2009-10
3629,1,2009-1013,13,2009-10
3630,1,2009-1013,13,2009-10
3631,1,2009-1013,13,2009-10
3632,1,2009-1013,13,2009-10
3633,1,2009-1013,13,2009-10
3634,1,2009-1013,13,2009-10
3635,1,2009-1013,13,2009-10
3636,1,2009-1013,13,2009-10
3637,1,2009-1013,13,2009-10
3638,1,2009-1013,13,2009-10
3639,1,2009-1013,13,2009-10
3640,1,2009-1013,13,2009-10
3641,1,2009-1013,13,2009-10
3642,1,2009-1013,13,2009-10
3643,1,2009-1013,13,2009-10
3644,1,2009-1013,13,2009-10
3645,1,2009-1013,13,2009-10
3646,1,2009-1013,13,2009-10
3647,1,2009-1013,13,2009-10
3648,1,2009-1013,13,2009-10
3649,1,2009-1013,13,2009-10
3650,1,2009-1013,13,2009-10
3651,1,2009-1013,13,2009-10
3652,1,2009-1013,13,2009-10
3653,1,2009-1013,13,2009-10
3654,1,2009-1013,13,2009-10
3655,1,2009-1013,13,2009-10
3656,1,2009-1013,13,2009-10
3657,1,2009-1013,13,2009-10
3658,1,2009-1013,13,2009-10
3659,1,2009-1013,13,2009-10
3660,1,2009-1013,13,2009-10
3661,1,2009-1013,13,2009-10
3662,2,2009-1013,13,2009-10
3663,3,2009-1013,13,2009-10
3664,3,2009-1013,13,2009-10
3665,3,2009-1013,13,2009-10
3666,4,2009-1013,13,2009-10
3667,5,2009-1013,13,2009-10
3668,1,2009-1014,14,2009-10
3669,1,2009-1014,14,2009-10
3670,1,2009-1014,14,2009-10
3671,1,2009-1014,14,2009-10
3672,1,2009-1014,14,2009-10
3673,1,2009-1014,14,2009-10
3674,1,2009-1014,14,2009-10
3675,1,2009-1014,14,2009-10
3676,1,2009-1014,14,2009-10
3677,1,2009-1014,14,2009-10
3678,1,2009-1014,14,2009-10
3679,1,2009-1014,14,2009-10
3680,1,2009-1014,14,2009-10
3681,1,2009-1014,14,2009-10
3682,1,2009-1014,14,2009-10
3683,1,2009-1014,14,2009-10
3684,1,2009-1014,14,2009-10
3685,1,2009-1014,14,2009-10
3686,1,2009-1014,14,2009-10
3687,1,2009-1014,14,2009-10
3688,1,2009-1014,14,2009-10
3689,1,2009-1014,14,2009-10
3690,1,2009-1014,14,2009-10
3691,1,2009-1014,14,2009-10
3692,1,2009-1014,14,2009-10
3693,1,2009-1014,14,2009-10
3694,1,2009-1014,14,2009-10
3695,1,2009-1014,14,2009-10
3696,1,2009-1014,14,2009-10
3697,1,2009-1014,14,2009-10
3698,1,2009-1014,14,2009-10
3699,1,2009-1014,14,2009-10
3700,1,2009-1014,14,2009-10
3701,1,2009-1014,14,2009-10
3702,1,2009-1014,14,2009-10
3703,1,2009-1014,14,2009-10
3704,1,2009-1014,14,2009-10
3705,1,2009-1014,14,2009-10
3706,1,2009-1014,14,2009-10
3707,1,2009-1014,14,2009-10
3708,1,2009-1014,14,2009-10
3709,1,2009-1014,14,2009-10
3710,1,2009-1014,14,2009-10
3711,1,2009-1014,14,2009-10
3712,1,2009-1014,14,2009-10
3713,1,2009-1014,14,2009-10
3714,1,2009-1014,14,2009-10
3715,2,2009-1014,14,2009-10
3716,2,2009-1014,14,2009-10
3717,2,2009-1014,14,2009-10
3718,3,2009-1014,14,2009-10
3719,3,2009-1014,14,2009-10
3720,1,2009-1015,15,2009-10
3721,1,2009-1015,15,2009-10
3722,1,2009-1015,15,2009-10
3723,1,2009-1015,15,2009-10
3724,1,2009-1015,15,2009-10
3725,1,2009-1015,15,2009-10
3726,1,2009-1015,15,2009-10
3727,1,2009-1015,15,2009-10
3728,1,2009-1015,15,2009-10
3729,1,2009-1015,15,2009-10
3730,1,2009-1015,15,2009-10
3731,1,2009-1015,15,2009-10
3732,1,2009-1015,15,2009-10
3733,1,2009-1015,15,2009-10
3734,1,2009-1015,15,2009-10
3735,1,2009-1015,15,2009-10
3736,1,2009-1015,15,2009-10
3737,1,2009-1015,15,2009-10
3738,1,2009-1015,15,2009-10
3739,1,2009-1015,15,2009-10
3740,1,2009-1015,15,2009-10
3741,1,2009-1015,15,2009-10
3742,1,2009-1015,15,2009-10
3743,1,2009-1015,15,2009-10
3744,1,2009-1015,15,2009-10
3745,1,2009-1015,15,2009-10
3746,1,2009-1015,15,2009-10
3747,1,2009-1015,15,2009-10
3748,1,2009-1015,15,2009-10
3749,1,2009-1015,15,2009-10
3750,1,2009-1015,15,2009-10
3751,1,2009-1015,15,2009-10
3752,1,2009-1015,15,2009-10
3753,1,2009-1015,15,2009-10
3754,1,2009-1015,15,2009-10
3755,1,2009-1015,15,2009-10
3756,1,2009-1015,15,2009-10
3757,1,2009-1015,15,2009-10
3758,1,2009-1015,15,2009-10
3759,1,2009-1015,15,2009-10
3760,1,2009-1015,15,2009-10
3761,1,2009-1015,15,2009-10
3762,1,2009-1015,15,2009-10
3763,1,2009-1015,15,2009-10
3764,1,2009-1015,15,2009-10
3765,1,2009-1015,15,2009-10
3766,1,2009-1015,15,2009-10
3767,1,2009-1015,15,2009-10
3768,1,2009-1015,15,2009-10
3769,1,2009-1015,15,2009-10
3770,2,2009-1015,15,2009-10
3771,2,2009-1015,15,2009-10
3772,1,2009-1016,16,2009-10
3773,1,2009-1016,16,2009-10
3774,1,2009-1016,16,2009-10
3775,1,2009-1016,16,2009-10
3776,1,2009-1016,16,2009-10
3777,1,2009-1016,16,2009-10
3778,1,2009-1016,16,2009-10
3779,1,2009-1016,16,2009-10
3780,1,2009-1016,16,2009-10
3781,1,2009-1016,16,2009-10
3782,1,2009-1016,16,2009-10
3783,1,2009-1016,16,2009-10
3784,1,2009-1016,16,2009-10
3785,1,2009-1016,16,2009-10
3786,1,2009-1016,16,2009-10
3787,1,2009-1016,16,2009-10
3788,1,2009-1016,16,2009-10
3789,1,2009-1016,16,2009-10
3790,1,2009-1016,16,2009-10
3791,1,2009-1016,16,2009-10
3792,1,2009-1016,16,2009-10
3793,1,2009-1016,16,2009-10
3794,1,2009-1016,16,2009-10
3795,1,2009-1016,16,2009-10
3796,1,2009-1016,16,2009-10
3797,1,2009-1016,16,2009-10
3798,1,2009-1016,16,2009-10
3799,1,2009-1016,16,2009-10
3800,1,2009-1016,16,2009-10
3801,1,2009-1016,16,2009-10
3802,1,2009-1016,16,2009-10
3803,1,2009-1016,16,2009-10
3804,1,2009-1016,16,2009-10
3805,1,2009-1016,16,2009-10
3806,1,2009-1016,16,2009-10
3807,1,2009-1016,16,2009-10
3808,1,2009-1016,16,2009-10
3809,1,2009-1016,16,2009-10
3810,1,2009-1016,16,2009-10
3811,1,2009-1016,16,2009-10
3812,1,2009-1016,16,2009-10
3813,1,2009-1016,16,2009-10
3814,1,2009-1016,16,2009-10
3815,1,2009-1016,16,2009-10
3816,1,2009-1016,16,2009-10
3817,1,2009-1016,16,2009-10
3818,1,2009-1016,16,2009-10
3819,1,2009-1016,16,2009-10
3820,1,2009-1016,16,2009-10
3821,1,2009-1016,16,2009-10
3822,2,2009-1016,16,2009-10
3823,5,2009-1016,16,2009-10
5337,1,2009-1017,17,2009-10
5338,1,2009-1017,17,2009-10
5339,1,2009-1017,17,2009-10
5340,1,2009-1017,17,2009-10
5341,1,2009-1017,17,2009-10
5342,1,2009-1017,17,2009-10
5343,1,2009-1017,17,2009-10
5344,1,2009-1017,17,2009-10
5345,1,2009-1017,17,2009-10
5346,1,2009-1017,17,2009-10
5347,1,2009-1017,17,2009-10
5348,1,2009-1017,17,2009-10
5349,1,2009-1017,17,2009-10
5350,1,2009-1017,17,2009-10
5351,1,2009-1017,17,2009-10
5352,1,2009-1017,17,2009-10
5353,1,2009-1017,17,2009-10
5354,1,2009-1017,17,2009-10
5355,1,2009-1017,17,2009-10
5356,1,2009-1017,17,2009-10
5357,1,2009-1017,17,2009-10
5358,1,2009-1017,17,2009-10
5359,1,2009-1017,17,2009-10
5360,1,2009-1017,17,2009-10
5361,1,2009-1017,17,2009-10
5362,1,2009-1017,17,2009-10
5363,1,2009-1017,17,2009-10
5364,1,2009-1017,17,2009-10
5365,1,2009-1017,17,2009-10
5366,1,2009-1017,17,2009-10
5367,1,2009-1017,17,2009-10
5368,1,2009-1017,17,2009-10
5369,1,2009-1017,17,2009-10
5370,1,2009-1017,17,2009-10
5371,1,2009-1017,17,2009-10
5372,1,2009-1017,17,2009-10
5373,1,2009-1017,17,2009-10
5374,1,2009-1017,17,2009-10
5375,1,2009-1017,17,2009-10
5376,1,2009-1017,17,2009-10
5377,1,2009-1017,17,2009-10
5378,1,2009-1017,17,2009-10
5379,1,2009-1017,17,2009-10
5380,1,2009-1017,17,2009-10
5381,1,2009-1017,17,2009-10
5382,1,2009-1017,17,2009-10
5383,1,2009-1017,17,2009-10
5384,1,2009-1017,17,2009-10
5385,2,2009-1017,17,2009-10
5386,2,2009-1017,17,2009-10
5387,3,2009-1017,17,2009-10
5388,4,2009-1017,17,2009-10
76,0,2009-1018,18,2009-10
5389,1,2009-1018,18,2009-10
5390,1,2009-1018,18,2009-10
5391,1,2009-1018,18,2009-10
5392,1,2009-1018,18,2009-10
5393,1,2009-1018,18,2009-10
5394,1,2009-1018,18,2009-10
5395,1,2009-1018,18,2009-10
5396,1,2009-1018,18,2009-10
5397,1,2009-1018,18,2009-10
5398,1,2009-1018,18,2009-10
5399,1,2009-1018,18,2009-10
5400,1,2009-1018,18,2009-10
5401,1,2009-1018,18,2009-10
5402,1,2009-1018,18,2009-10
5403,1,2009-1018,18,2009-10
5404,1,2009-1018,18,2009-10
5405,1,2009-1018,18,2009-10
5406,1,2009-1018,18,2009-10
5407,1,2009-1018,18,2009-10
5408,1,2009-1018,18,2009-10
5409,1,2009-1018,18,2009-10
5410,1,2009-1018,18,2009-10
5411,1,2009-1018,18,2009-10
5412,1,2009-1018,18,2009-10
5413,1,2009-1018,18,2009-10
5414,1,2009-1018,18,2009-10
5415,1,2009-1018,18,2009-10
5416,1,2009-1018,18,2009-10
5417,1,2009-1018,18,2009-10
5418,1,2009-1018,18,2009-10
5419,1,2009-1018,18,2009-10
5420,1,2009-1018,18,2009-10
5421,1,2009-1018,18,2009-10
5422,1,2009-1018,18,2009-10
5423,1,2009-1018,18,2009-10
5424,1,2009-1018,18,2009-10
5425,1,2009-1018,18,2009-10
5426,1,2009-1018,18,2009-10
5427,1,2009-1018,18,2009-10
5428,1,2009-1018,18,2009-10
5429,1,2009-1018,18,2009-10
5430,1,2009-1018,18,2009-10
5431,1,2009-1018,18,2009-10
5432,1,2009-1018,18,2009-10
5433,1,2009-1018,18,2009-10
5434,1,2009-1018,18,2009-10
5435,1,2009-1018,18,2009-10
5436,1,2009-1018,18,2009-10
5437,2,2009-1018,18,2009-10
5438,2,2009-1018,18,2009-10
5439,2,2009-1018,18,2009-10
77,0,2009-1019,19,2009-10
5440,1,2009-1019,19,2009-10
5441,1,2009-1019,19,2009-10
5442,1,2009-1019,19,2009-10
5443,1,2009-1019,19,2009-10
5444,1,2009-1019,19,2009-10
5445,1,2009-1019,19,2009-10
5446,1,2009-1019,19,2009-10
5447,1,2009-1019,19,2009-10
5448,1,2009-1019,19,2009-10
5449,1,2009-1019,19,2009-10
5450,1,2009-1019,19,2009-10
5451,1,2009-1019,19,2009-10
5452,1,2009-1019,19,2009-10
5453,1,2009-1019,19,2009-10
5454,1,2009-1019,19,2009-10
5455,1,2009-1019,19,2009-10
5456,1,2009-1019,19,2009-10
5457,1,2009-1019,19,2009-10
5458,1,2009-1019,19,2009-10
5459,1,2009-1019,19,2009-10
5460,1,2009-1019,19,2009-10
5461,1,2009-1019,19,2009-10
5462,1,2009-1019,19,2009-10
5463,1,2009-1019,19,2009-10
5464,1,2009-1019,19,2009-10
5465,1,2009-1019,19,2009-10
5466,1,2009-1019,19,2009-10
