Year,Week,Percent of Deaths Due to Pneumonia and Influenza,Expected,Threshold,All Deaths,Pneumonia Deaths,Influenza Deaths,,act %,dead,exp %,expected dead
2017,23,6.114590221,6.15427,6.52496,51418,3127,17,,0.000330624,17,0.000332769,17.11031913
2017,24,6.079099159,6.03495,6.40538,50797,3069,19,,0.000374038,19,0.000371321,18.86201343
2017,25,5.854087313,5.92218,6.29233,51195,2982,15,,0.000292997,15,0.000296405,15.17447473
2017,26,5.855740166,5.81753,6.18741,50617,2954,10,,0.000197562,10,0.000196273,9.934747504
2017,27,5.577032516,5.72244,6.09206,50959,2824,18,,0.000353225,18,0.000362435,18.46930598
2017,28,6.10529686,5.63825,6.00759,49973,3047,4,,8.00432E-05,4,7.392E-05,3.694005471
2017,29,5.515989387,5.56609,5.93515,50127,2755,10,,0.000199493,10,0.000201305,10.09082797
2017,30,5.785827155,5.50694,5.87573,49362,2853,3,,6.07755E-05,3,5.7846E-05,2.855394667
2017,31,5.388623795,5.46159,5.8301,50087,2695,4,,7.9861E-05,4,8.09424E-05,4.054163146
2017,32,5.430260565,5.43062,5.79885,50237,2722,6,,0.000119434,6,0.000119442,6.000397147
2017,33,5.380093654,5.4144,5.78236,50185,2689,11,,0.000219189,11,0.000220587,11.07014187
2017,34,5.579901852,5.41311,5.78078,49517,2756,7,,0.000141366,7,0.00013714,6.790759229
2017,35,5.356861819,5.42667,5.79406,50832,2716,7,,0.000137709,7,0.000139503,7.091220809
2017,36,5.564818266,5.45482,5.82193,50981,2825,12,,0.000235382,12,0.000230729,11.76279923
2017,37,5.85754633,5.49707,5.8639,51694,3021,7,,0.000135412,7,0.000127079,6.5692165
2017,38,5.760296701,5.55275,5.91928,51230,2935,16,,0.000312317,16,0.000301064,15.42351108
2017,39,5.661920807,5.62096,5.98721,51343,2888,19,,0.00037006,19,0.000367383,18.8625457
2017,40,5.829975053,5.70065,6.06661,52110,3022,16,,0.000307043,16,0.000300232,15.64507552
2017,41,5.853270774,5.79059,6.15625,51578,3001,18,,0.000348986,18,0.000345249,17.80724385
2017,42,6.096346787,5.8894,6.25477,52228,3156,28,,0.000536111,28,0.000517912,27.04951109
2017,43,6.283778641,5.99559,6.36067,52548,3279,23,,0.000437695,23,0.000417621,21.94516673
2017,44,6.056372138,6.10756,6.47234,53679,3215,36,,0.000670653,36,0.000676322,36.30426846
2017,45,6.055428293,6.2236,6.58809,53258,3180,45,,0.000844943,45,0.000868409,46.24974262
2017,46,6.258020122,6.34199,6.70619,53771,3315,50,,0.000929869,50,0.000942346,50.67089811
2017,47,6.005173688,6.46095,6.82485,54120,3202,48,,0.000886918,48,0.000954233,51.64306915
2017,48,6.530314098,6.5787,6.94229,54760,3493,83,,0.001515705,83,0.001526935,83.61498265
2017,49,6.558143718,6.69347,7.05677,55595,3528,118,,0.002122493,118,0.00216629,120.4349118
2017,50,6.839811748,6.80356,7.16656,57370,3759,165,,0.002876068,165,0.002860824,164.125482
2017,51,7.303587934,6.90732,7.27001,59505,3987,359,,0.006033106,359,0.005705771,339.5218764
2017,52,8.330332297,7.00321,7.36559,61090,4418,671,,0.010983794,671,0.009233944,564.1016159
2018,1,9.55786736,7.08978,7.45186,66134,5156,1165,,0.01761575,1165,0.01306691,864.1670143
2018,2,10.54744796,7.16574,7.52752,67495,5583,1536,,0.022757241,1536,0.015460847,1043.529836
2018,3,10.88526923,7.22996,7.59144,64647,5411,1626,,0.025151979,1626,0.016705862,1079.983849
2018,4,10.56865244,7.28147,7.64264,62780,5187,1448,,0.02306467,1448,0.015890834,997.6265773
2018,5,10.22895004,7.31948,7.68034,60974,4877,1360,,0.022304589,1360,0.015960386,973.1685814
2018,6,9.707085583,7.3434,7.70396,61110,4689,1243,,0.02034037,1243,0.015387468,940.3281883
2018,7,9.665601633,7.35286,7.71311,59779,4599,1179,,0.019722645,1179,0.015003499,896.8941892
2018,8,9.201806447,7.34769,7.70763,57793,4426,892,,0.015434395,892,0.012324444,712.2666096
2018,9,8.435052565,7.32792,7.68756,56692,4044,738,,0.01301771,738,0.011309086,641.1347076
2018,10,8.000980856,7.29381,7.65314,57093,4061,507,,0.008880248,507,0.008095363,462.1885412
2018,11,7.62880375,7.24582,7.60484,56326,3853,444,,0.007882683,444,0.007486954,421.7101639
2018,12,7.418498727,7.18461,7.54332,55766,3792,345,,0.006186565,345,0.005991517,334.1229191
2018,13,7.398302924,7.11102,7.46942,54918,3779,284,,0.005171346,284,0.004970538,272.9720181
2018,14,7.230440916,7.02609,7.38418,55294,3698,300,,0.005425543,300,0.005272204,291.521226
2018,15,6.887810531,6.931,7.28878,55228,3590,214,,0.003874846,214,0.003899143,215.34187
2018,16,6.628668715,6.82708,7.18455,54038,3429,153,,0.002831341,153,0.002916089,157.5796415
2018,17,6.538611871,6.71581,7.07297,53727,3394,119,,0.002214901,119,0.002274926,122.2249318
2018,18,6.148006178,6.59873,6.95558,53741,3198,106,,0.001972423,106,0.002117026,113.7710926
2018,19,5.920736973,6.4775,6.83404,52105,3032,53,,0.001017177,53,0.001112828,57.98391342
2018,20,5.922794263,6.35382,6.71005,50618,2955,43,,0.0008495,43,0.000911322,46.12928423
2018,21,5.845392605,6.22942,6.58534,50929,2951,26,,0.000510515,26,0.000544054,27.70813373
2018,22,5.74199236,6.10604,6.46165,51045,2905,26,,0.000509354,26,0.000541648,27.64842411
2018,23,5.619122709,5.98541,6.34071,52001,2908,14,,0.000269226,14,0.000286775,14.9126019
2018,24,5.738805535,5.8692,6.2242,51387,2935,14,,0.000272442,14,0.000278633,14.31810148
2018,25,5.626518298,5.75904,6.11373,51044,2865,7,,0.000137137,7,0.000140367,7.164871394
2018,26,5.65726084,5.65645,6.01082,50855,2868,9,,0.000176974,9,0.000176948,8.998710054
2018,27,5.376905812,5.56283,5.9169,51684,2769,10,,0.000193483,10,0.000200174,10.34578286
2018,28,5.442362915,5.47947,5.83324,51191,2781,5,,9.76734E-05,5,9.83394E-05,5.034090969
2018,29,5.362682527,5.4075,5.76096,50609,2706,8,,0.000158075,8,0.000159396,8.06685829
2018,30,5.388471178,5.34788,5.70103,50274,2697,12,,0.000238692,12,0.000236894,11.90960439
2018,31,5.262950017,5.30138,5.65423,50637,2661,4,,7.89936E-05,4,7.95704E-05,4.029207941
2018,32,5.264190555,5.26861,5.62115,50967,2673,10,,0.000196205,10,0.00019637,10.0083953
2018,33,5.212620027,5.24995,5.60219,50301,2617,5,,9.94016E-05,5,0.000100113,5.035807303
2018,34,5.396460493,5.24559,5.59752,50459,2713,10,,0.000198181,10,0.00019264,9.720426948
2018,35,5.208353915,5.25551,5.60714,50611,2630,6,,0.000118551,6,0.000119625,6.054323595
2018,36,5.477246069,5.27948,5.6308,50299,2749,6,,0.000119287,6,0.00011498,5.783358936
2018,37,5.42059002,5.31706,5.66809,51083,2761,8,,0.000156608,8,0.000153617,7.847204796
2018,38,5.486303627,5.36765,5.71837,51583,2819,11,,0.000213249,11,0.000208637,10.76210032
2018,39,5.547597088,5.43041,5.78083,50959,2813,14,,0.000274731,14,0.000268927,13.70426489
2018,40,5.689783601,5.50436,5.85449,52357,2969,10,,0.000190996,10,0.000184772,9.67411133
2018,41,5.550733862,5.58836,5.93819,51849,2866,12,,0.000231441,12,0.00023301,12.08134306
2018,42,5.6701712,5.68112,6.03065,52979,2986,18,,0.000339757,18,0.000340413,18.03475705
2018,43,5.745587114,5.78121,6.13044,53763,3065,24,,0.000446404,24,0.000449171,24.14880103
2018,44,5.645251501,5.88712,6.23606,53638,3003,25,,0.000466087,25,0.000486057,26.07111481
2018,45,5.694441851,5.99725,6.34589,53561,3020,30,,0.000560109,30,0.000589893,31.59528268
2018,46,5.79180226,6.10995,6.45829,54698,3142,26,,0.000475337,26,0.000501448,27.42819814
2018,47,5.850821376,6.2235,6.57155,54847,3178,31,,0.000565209,31,0.000601211,32.97460093
2018,48,6.038866691,6.33623,6.68398,55060,3287,38,,0.000690156,38,0.000724141,39.87117986
2018,49,6.171493916,6.44643,6.79388,55967,3398,56,,0.00100059,56,0.001045165,58.49476398
2018,50,6.387997233,6.55245,6.89962,56387,3551,51,,0.000904464,51,0.000927748,52.31294533
2018,51,6.329606567,6.65273,6.9996,56528,3490,88,,0.001556751,88,0.001636222,92.49235854
2018,52,6.739727983,6.74575,7.09232,56026,3635,141,,0.002516689,141,0.002518937,141.125985
2019,1,7.133901878,6.83012,7.1764,72583,4923,255,,0.003513219,255,0.003363616,244.1413731
2019,2,7.174270527,6.90458,7.25058,78447,5309,319,,0.00406644,319,0.003913577,307.0083588
2019,3,7.293422178,6.96802,7.31372,77138,5319,307,,0.00397988,307,0.003802315,293.3029362
2019,4,7.342374121,7.01947,7.36488,76542,5210,410,,0.005356536,410,0.005120966,391.9689534
2019,5,7.612901533,7.05816,7.40328,76239,5387,417,,0.005469642,417,0.005071076,386.6137907
2019,6,7.067054477,7.08348,7.42831,76326,4999,395,,0.00517517,395,0.005187198,395.9180744
2019,7,7.430742148,7.09504,7.43959,75551,5015,599,,0.007928419,599,0.007570233,571.9386941
2019,8,7.51173102,7.09264,7.4369,77359,5186,625,,0.008079215,625,0.007628463,590.1302893
2019,9,7.592522437,7.07628,7.42024,76549,5236,576,,0.007524592,576,0.007012968,536.8357241
2019,10,7.639816821,7.04616,7.38984,77083,5256,633,,0.008211927,633,0.007573814,583.8123327
2019,11,7.475273295,7.00268,7.34607,76840,5146,598,,0.007782405,598,0.007290395,560.1939186
2019,12,7.424717901,6.94644,7.28954,74885,4990,570,,0.007611671,570,0.00712135,533.2823217
2019,13,7.413724184,6.87822,7.22103,75050,5000,564,,0.00751499,564,0.006972171,523.2614518
2019,14,7.251273729,6.79897,7.14149,75173,5081,370,,0.00492198,370,0.004614968,346.9209678
2019,15,6.787336343,6.70979,7.05202,75081,4748,348,,0.004634994,348,0.004582039,344.0240474
2019,16,6.57226005,6.61193,6.95388,71817,4505,215,,0.00299372,215,0.00301179,216.2977331
2019,17,6.473251955,6.50678,6.84844,71108,4373,230,,0.003234517,230,0.00325127,231.1912792
2019,18,6.214371964,6.39581,6.73718,71222,4313,113,,0.001586588,113,0.001632911,116.2992068
2019,19,6.154084202,6.28057,6.62166,71091,4276,99,,0.001392581,99,0.001421203,101.0347616
2019,20,5.896126011,6.16269,6.50349,70470,4090,65,,0.000922378,65,0.000964079,67.93865146
2019,21,5.756717119,6.04382,6.38434,70231,3983,60,,0.000854324,60,0.000896931,62.99236049
2019,22,6.112284507,5.92562,6.26585,70072,4239,44,,0.000627926,44,0.000608749,42.65627356
2019,23,5.644728638,5.80976,6.1497,68967,3857,36,,0.000521989,36,0.00053725,37.05250924
2019,24,5.54454023,5.69783,6.03749,69600,3828,31,,0.000445402,31,0.000457716,31.85705625
2019,25,5.543785311,5.59141,5.93078,67968,3755,13,,0.000191266,13,0.00019291,13.11167838
2019,26,5.456154862,5.49196,5.83105,68913,3730,30,,0.000435332,30,0.000438188,30.19687017
2019,27,5.248783322,5.40087,5.73967,68835,3600,13,,0.000188857,13,0.00019433,13.37668288
2019,28,4.926101244,5.31936,5.65788,69081,3392,11,,0.000159233,11,0.000171945,11.87814807
2019,29,4.985448749,5.24856,5.5868,68379,3403,6,,8.77462E-05,6,9.23771E-05,6.316655047
2019,30,5.279581556,5.18942,5.52736,67297,3530,23,,0.000341769,23,0.000335932,22.60721967
2019,31,5.365237423,5.1427,5.48036,67285,3604,6,,8.91729E-05,6,8.54742E-05,5.751134119
2019,32,4.733544173,5.10902,5.4464,67666,3196,7,,0.000103449,7,0.000111655,7.555256419
2019,33,4.839700835,5.08877,5.42587,66719,3221,8,,0.000119906,8,0.000126077,8.411710018
2019,34,4.640621951,5.08218,5.41899,66629,3086,6,,9.00509E-05,6,9.86193E-05,6.570903711
2019,35,5.027916544,5.08927,5.42579,68060,3409,13,,0.000191008,13,0.000193339,13.15863329
2019,36,4.88967524,5.10984,5.44608,68389,3332,12,,0.000175467,12,0.000183367,12.5403175
2019,37,4.856749353,5.14352,5.47947,66073,3193,16,,0.000242156,16,0.000256455,16.94473279
2019,38,5.085380467,5.18975,5.52542,66760,3381,14,,0.000209706,14,0.00021401,14.28732825
2019,39,5.008848531,5.25223,5.5879,68938,3423,30,,0.000435174,30,0.000456319,31.4577091
2019,40,5.00199312,5.32572,5.66139,67733,3372,16,,0.000236222,16,0.00025151,17.03551324
2019,41,5.027335219,5.40917,5.74484,68227,3387,43,,0.000630249,43,0.000678118,46.26592417
2019,42,5.329617446,5.50139,5.83706,69611,3663,47,,0.000675181,47,0.000696942,48.51480104
2019,43,5.516923031,5.60106,5.93673,67157,3660,45,,0.000670072,45,0.000680291,45.68628175
2019,44,5.276940052,5.70676,6.04243,67975,3557,30,,0.000441339,30,0.000477287,32.44357493
2019,45,5.311146569,5.81696,6.15263,70192,3703,25,,0.000356166,25,0.000390086,27.38090507
2019,46,5.635314638,5.9301,6.26578,67077,3746,34,,0.00050688,34,0.000533395,35.77855239
2019,47,5.490493017,6.04456,6.38023,59430,3224,39,,0.000656234,39,0.000722457,42.93564153
2019,48,5.071826444,6.15868,6.49435,51165,2520,75,,0.001465846,75,0.001779965,91.07192549
2019,49,5.615166739,6.27084,6.60651,48369,2625,91,,0.00188137,91,0.002101055,101.6259118
2019,50,5.696453037,6.37943,6.7151,32845,1827,44,,0.001339626,44,0.00150024,49.27538561
